number,formid,form.section_1_training_information.training_date,form.section_1_training_information.training_topic.choice,form.section_1_training_information.training_topic.specify_other,form.section_1_training_information.training_venue,form.section_1_training_information.trainer_name,form.section_2_attendance.did_the_farmer_attend_the_training,form.section_2_attendance.attendance_status,form.section_2_attendance.reason_for_partial_attendance,form.case.@case_id,completed_time,started_time,username,received_on,form_link,hq_user,training_duration_minutes
439,7c7345ba-9d0e-42a7-918e-2169c01dfb5a,2026-02-20,good_agronomic_practices,,Village Square,Trainer 5,yes,full_attendance,,01bb8783-1874-4473-a09e-1a40d88c0f32,2026-02-20 13:08:00,2026-02-20 13:03:00,tester_02,2026-02-20 13:08:06,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/7c7345ba-9d0e-42a7-918e-2169c01dfb5a/,tester_02,5.0
440,03e5e1be-8585-4a56-b08e-c3ab06f2d722,2026-07-03,irrigation_and_water_management,,Farmer Cooperative Centre,Trainer 3,yes,full_attendance,,487b5217-4b4f-4d73-b0d9-ad08e08de814,2026-07-03 14:38:00,2026-07-03 14:35:00,tester_05,2026-07-03 14:38:12,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/03e5e1be-8585-4a56-b08e-c3ab06f2d722/,tester_05,3.0
441,c5798ab8-f862-4a68-9ae6-b8c96505564c,2026-05-12,soil_fertility_management,,Village Square,Trainer 2,yes,full_attendance,,14df2903-6396-4998-9e2e-bb81b6e566ee,2026-05-12 10:12:00,2026-05-12 10:06:00,tester_06,2026-05-12 10:12:20,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/c5798ab8-f862-4a68-9ae6-b8c96505564c/,tester_06,6.0
442,6234ef38-b20d-40dc-afd6-3ab1a189e4be,2026-08-10,record_keeping,,Community Hall,Trainer 2,yes,full_attendance,,fb5e7eea-4b27-43aa-9738-91e0383d8313,2026-08-10 12:55:00,2026-08-10 12:51:00,tester_01,2026-08-10 12:55:17,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/6234ef38-b20d-40dc-afd6-3ab1a189e4be/,tester_01,4.0
443,007028e8-f844-4939-9afc-82f14e28e319,2026-09-16,livestock_management,,Community Hall,Trainer 1,yes,partial_attendance,personal_emergency,fa63c508-5721-4a20-b5aa-753fa4ab6009,2026-09-16 11:45:00,2026-09-16 11:38:00,tester_01,2026-09-16 11:45:11,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/007028e8-f844-4939-9afc-82f14e28e319/,tester_01,7.0
444,5dbe9f08-6171-44cd-baa8-25a9930a09de,2026-01-30,record_keeping,,Primary School,Trainer 5,yes,full_attendance,,c1f12be4-b1a8-4e8b-a8db-e89be4f027bb,2026-01-30 15:40:00,2026-01-30 15:33:00,tester_02,2026-01-30 15:40:12,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/5dbe9f08-6171-44cd-baa8-25a9930a09de/,tester_02,7.0
445,6860e1b5-97e2-419d-b359-ad75531e71d1,2026-03-22,irrigation_and_water_management,,Extension Office,Trainer 3,yes,full_attendance,,460cf71b-a280-41a4-a1fd-cf66ff7b042b,2026-03-22 11:04:00,2026-03-22 10:58:00,tester_02,2026-03-22 11:04:07,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/6860e1b5-97e2-419d-b359-ad75531e71d1/,tester_02,6.0
446,c81093f4-dd5b-4118-b49e-f151db7dae88,2026-04-21,record_keeping,,Primary School,Trainer 4,yes,partial_attendance,left_early,00b1a5f3-303e-4453-a936-71cce2486c4e,2026-04-21 08:51:00,2026-04-21 08:46:00,tester_03,2026-04-21 08:51:19,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/c81093f4-dd5b-4118-b49e-f151db7dae88/,tester_03,5.0
447,faa6db44-122f-4ccc-861d-bd2d0d62b7de,2026-07-13,pest_and_disease_management,,Village Square,Trainer 4,no,,,40d3fc2b-2464-49db-8664-28de8c76c90e,2026-07-13 11:38:00,2026-07-13 11:36:00,tester_04,2026-07-13 11:38:08,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/faa6db44-122f-4ccc-861d-bd2d0d62b7de/,tester_04,2.0
448,185f4e4d-bdf3-40a8-96d8-f937502661c2,2026-07-21,livestock_management,,Village Square,Trainer 2,yes,full_attendance,,84e0f6ac-7950-4ed5-a54e-f1f30442268d,2026-07-21 15:13:00,2026-07-21 15:08:00,tester_05,2026-07-21 15:13:13,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/185f4e4d-bdf3-40a8-96d8-f937502661c2/,tester_05,5.0
449,1a16c11e-b56b-44cd-9518-ccfd8f280a00,2026-10-10,irrigation_and_water_management,,Extension Office,Trainer 2,yes,full_attendance,,0f0496d9-bc05-42b3-a7b5-9187f32ba924,2026-10-10 13:46:00,2026-10-10 13:40:00,tester_01,2026-10-10 13:46:19,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/1a16c11e-b56b-44cd-9518-ccfd8f280a00/,tester_01,6.0
450,b4b5bbab-32e0-40ac-afde-883222e744fb,2026-08-03,record_keeping,,Village Square,Trainer 5,yes,partial_attendance,left_early,e050dce8-52ea-4ea7-8777-c10fd7cc3bb6,2026-08-03 11:01:00,2026-08-03 10:57:00,tester_02,2026-08-03 11:01:12,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/b4b5bbab-32e0-40ac-afde-883222e744fb/,tester_02,4.0
451,2ce96691-e166-48a3-9873-0ae9cf89b24f,2026-07-28,other,Climate Smart Agriculture,Community Hall,Trainer 5,yes,full_attendance,,516e9e36-bc48-45dc-a509-91b24dac5d5f,2026-07-28 11:57:00,2026-07-28 11:51:00,tester_03,2026-07-28 11:57:16,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/2ce96691-e166-48a3-9873-0ae9cf89b24f/,tester_03,6.0
452,83d68aba-af77-4e1c-897d-81d47fee9fbd,2026-08-20,irrigation_and_water_management,,Primary School,Trainer 5,yes,full_attendance,,97ef859c-8e6f-49c2-a0f9-413d8646ed42,2026-08-20 09:38:00,2026-08-20 09:30:00,tester_06,2026-08-20 09:38:12,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/83d68aba-af77-4e1c-897d-81d47fee9fbd/,tester_06,8.0
453,99186501-ac28-4293-ae98-76bb11a9048e,2026-06-30,record_keeping,,Village Square,Trainer 2,yes,partial_attendance,left_early,18b6dfc7-06e8-4a42-9202-fcabb0c1e471,2026-06-30 15:14:00,2026-06-30 15:09:00,tester_02,2026-06-30 15:14:05,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/99186501-ac28-4293-ae98-76bb11a9048e/,tester_02,5.0
454,1fa8e8ff-c4ef-4fcd-9e8c-f530693d736b,2026-06-16,pest_and_disease_management,,Community Hall,Trainer 5,yes,partial_attendance,left_early,7f1c7eec-09b2-4431-afbd-2c65499700ff,2026-06-16 14:48:00,2026-06-16 14:44:00,tester_06,2026-06-16 14:48:17,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/1fa8e8ff-c4ef-4fcd-9e8c-f530693d736b/,tester_06,4.0
455,53022012-822e-4d81-8e4a-0150a9d9a662,2026-02-14,good_agronomic_practices,,Village Square,Trainer 4,yes,full_attendance,,f480ec6b-1fe4-4233-982e-906128e21251,2026-02-14 09:59:00,2026-02-14 09:57:00,tester_04,2026-02-14 09:59:20,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/53022012-822e-4d81-8e4a-0150a9d9a662/,tester_04,2.0
456,dc2b9530-960d-411c-9d57-6771f5b239e9,2026-02-19,soil_fertility_management,,Extension Office,Trainer 2,yes,full_attendance,,bc5317dc-2304-4a25-86bf-bf30e9db50d5,2026-02-19 10:54:00,2026-02-19 10:50:00,tester_01,2026-02-19 10:54:10,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/dc2b9530-960d-411c-9d57-6771f5b239e9/,tester_01,4.0
457,b63e0a97-7a97-4472-8e83-0b2acfcdffb7,2026-07-30,soil_fertility_management,,Primary School,Trainer 5,yes,full_attendance,,a4523f16-4116-48ff-8f47-29e1d4681b64,2026-07-30 12:10:00,2026-07-30 12:04:00,tester_05,2026-07-30 12:10:14,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/b63e0a97-7a97-4472-8e83-0b2acfcdffb7/,tester_05,6.0
458,d943037b-6c04-46f1-b13e-5a2763ef6f2a,2026-02-28,good_agronomic_practices,,Farmer Cooperative Centre,Trainer 4,yes,partial_attendance,other,80263800-ca43-42e0-8db9-f5a9aa9be87d,2026-02-28 13:39:00,2026-02-28 13:31:00,tester_03,2026-02-28 13:39:08,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/d943037b-6c04-46f1-b13e-5a2763ef6f2a/,tester_03,8.0
459,41a864be-4310-45e7-967a-98043e337120,2026-04-12,good_agronomic_practices,,Primary School,Trainer 4,yes,partial_attendance,arrived_late,6a83c84a-e2ee-4e03-beb6-5070a70fe638,2026-04-12 12:50:00,2026-04-12 12:44:00,tester_04,2026-04-12 12:50:07,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/41a864be-4310-45e7-967a-98043e337120/,tester_04,6.0
460,cbb30a31-d86c-45f1-8b08-64acf5b9fe9d,2026-01-10,soil_fertility_management,,Extension Office,Trainer 2,yes,full_attendance,,841d54a6-4f40-4eb5-85ef-c6adae5c9c33,2026-01-10 11:14:00,2026-01-10 11:12:00,tester_03,2026-01-10 11:14:12,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/cbb30a31-d86c-45f1-8b08-64acf5b9fe9d/,tester_03,2.0
461,aeaf33e9-edcd-4ebb-955e-0e5e9b086e25,2026-08-25,other,Post Harvest Handling,Primary School,Trainer 3,yes,full_attendance,,7c35e1bf-d23a-42be-9858-3e79159583dc,2026-08-25 15:15:00,2026-08-25 15:09:00,tester_06,2026-08-25 15:15:15,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/aeaf33e9-edcd-4ebb-955e-0e5e9b086e25/,tester_06,6.0
462,4ce8d2b9-e4cb-4516-b791-ce4ce3c5a012,2026-06-09,livestock_management,,Village Square,Trainer 3,yes,full_attendance,,3bbd3dd4-1cb5-43ea-a9e0-71e35228958b,2026-06-09 12:22:00,2026-06-09 12:19:00,tester_06,2026-06-09 12:22:19,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/4ce8d2b9-e4cb-4516-b791-ce4ce3c5a012/,tester_06,3.0
463,67f53324-7c72-4580-b7a9-9806562b3c55,2026-05-03,livestock_management,,Village Square,Trainer 2,yes,full_attendance,,a899af9a-2a26-455d-b180-89c08d635337,2026-05-03 10:35:00,2026-05-03 10:32:00,tester_02,2026-05-03 10:35:19,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/67f53324-7c72-4580-b7a9-9806562b3c55/,tester_02,3.0
464,02f95db0-95b3-48ce-8bfd-ee4e80cdaf18,2026-06-20,other,Post Harvest Handling,Village Square,Trainer 4,yes,full_attendance,,ed3ba2f0-a2b6-4af3-848f-be4218fa4157,2026-06-20 15:36:00,2026-06-20 15:30:00,tester_06,2026-06-20 15:36:14,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/02f95db0-95b3-48ce-8bfd-ee4e80cdaf18/,tester_06,6.0
465,4350e20c-4a3c-4714-b795-b22d9acdc812,2026-05-28,soil_fertility_management,,Community Hall,Trainer 4,yes,full_attendance,,6c9292fd-1223-4e3a-9a63-94b832da1cfd,2026-05-28 10:02:00,2026-05-28 09:59:00,tester_04,2026-05-28 10:02:13,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/4350e20c-4a3c-4714-b795-b22d9acdc812/,tester_04,3.0
466,71889eec-8c8b-4014-a305-01c5c10e8dd0,2026-06-11,record_keeping,,Village Square,Trainer 1,yes,full_attendance,,ad14b4de-f08b-4855-8126-ce392e76f209,2026-06-11 08:39:00,2026-06-11 08:37:00,tester_05,2026-06-11 08:39:07,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/71889eec-8c8b-4014-a305-01c5c10e8dd0/,tester_05,2.0
467,307103c5-3dc9-4003-9f3b-ac1864c24f42,2026-09-08,livestock_management,,Extension Office,Trainer 2,yes,full_attendance,,e5f65ff4-55b9-4d7f-94ce-daa2f19d50cf,2026-09-08 11:00:00,2026-09-08 10:56:00,tester_01,2026-09-08 11:00:07,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/307103c5-3dc9-4003-9f3b-ac1864c24f42/,tester_01,4.0
468,b0c0c891-9d9d-471f-b89b-3b646326e579,2026-07-18,irrigation_and_water_management,,Farmer Cooperative Centre,Trainer 2,yes,full_attendance,,74afbf08-7d58-4159-bfa9-5bd8c23b5fe0,2026-07-18 13:24:00,2026-07-18 13:21:00,tester_02,2026-07-18 13:24:18,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/b0c0c891-9d9d-471f-b89b-3b646326e579/,tester_02,3.0
469,d7efa418-da4b-466d-af82-6b18ae367dab,2026-06-23,pest_and_disease_management,,Extension Office,Trainer 2,yes,full_attendance,,1ea13640-bebc-49a8-a206-1ba03450b27b,2026-06-23 09:07:00,2026-06-23 09:01:00,tester_07,2026-06-23 09:07:06,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/d7efa418-da4b-466d-af82-6b18ae367dab/,tester_07,6.0
470,9d27e712-e282-4847-bb2d-69c88e4631d1,2026-04-22,good_agronomic_practices,,Village Square,Trainer 2,yes,full_attendance,,f5fbfed1-95d2-4ea3-9949-5e6b27ab3929,2026-04-22 11:15:00,2026-04-22 11:12:00,tester_04,2026-04-22 11:15:08,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/9d27e712-e282-4847-bb2d-69c88e4631d1/,tester_04,3.0
471,4b751468-72d3-4e52-b47f-24ff18677e90,2026-03-10,soil_fertility_management,,Extension Office,Trainer 5,yes,full_attendance,,2a09bd02-f740-43f1-a7d2-a9afff3da5d4,2026-03-10 15:46:00,2026-03-10 15:38:00,tester_04,2026-03-10 15:46:19,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/4b751468-72d3-4e52-b47f-24ff18677e90/,tester_04,8.0
472,2f205e7e-42cc-4310-bfcb-00ed8c2af1c5,2026-06-02,soil_fertility_management,,Farmer Cooperative Centre,Trainer 1,yes,full_attendance,,c18ba0fb-f95b-4a5e-9c44-3d466b06fc1b,2026-06-02 13:32:00,2026-06-02 13:30:00,tester_01,2026-06-02 13:32:17,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/2f205e7e-42cc-4310-bfcb-00ed8c2af1c5/,tester_01,2.0
473,bb9952d4-6663-4653-900e-844fa1bcf136,2026-07-26,irrigation_and_water_management,,Community Hall,Trainer 3,yes,full_attendance,,717b7321-fb20-461c-951e-84b111e15e0b,2026-07-26 10:33:00,2026-07-26 10:28:00,tester_04,2026-07-26 10:33:18,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/bb9952d4-6663-4653-900e-844fa1bcf136/,tester_04,5.0
474,c9e337a0-1397-4325-989c-9e6439562d4e,2026-04-09,record_keeping,,Extension Office,Trainer 1,yes,full_attendance,,38baa04c-0fbb-466f-878e-48a3fc603026,2026-04-09 13:45:00,2026-04-09 13:43:00,tester_07,2026-04-09 13:45:11,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/c9e337a0-1397-4325-989c-9e6439562d4e/,tester_07,2.0
475,328105ad-61db-4649-b505-c1d4589f0170,2026-05-02,record_keeping,,Farmer Cooperative Centre,Trainer 4,no,,,0681b43b-b56f-42b1-81ac-53d27a784c75,2026-05-02 09:09:00,2026-05-02 09:04:00,tester_07,2026-05-02 09:09:16,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/328105ad-61db-4649-b505-c1d4589f0170/,tester_07,5.0
476,50e28e97-acca-4060-a4ec-ba057c2542a7,2026-06-19,soil_fertility_management,,Farmer Cooperative Centre,Trainer 3,yes,full_attendance,,271ca93b-6a63-4d1f-8c3c-d1a10f01021f,2026-06-19 08:47:00,2026-06-19 08:39:00,tester_02,2026-06-19 08:47:15,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/50e28e97-acca-4060-a4ec-ba057c2542a7/,tester_02,8.0
477,5ab5ad7b-e16c-423d-866c-56a572c5cbe8,2026-07-28,irrigation_and_water_management,,Primary School,Trainer 2,yes,partial_attendance,left_early,71cdf6c0-5edb-48e7-b23f-661b1cef2072,2026-07-28 13:25:00,2026-07-28 13:21:00,tester_07,2026-07-28 13:25:19,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/5ab5ad7b-e16c-423d-866c-56a572c5cbe8/,tester_07,4.0
478,b938f810-7d8e-4eda-b67a-ff5552f4c716,2026-04-16,good_agronomic_practices,,Extension Office,Trainer 5,yes,full_attendance,,ffb1481b-2bda-4c66-9303-8e366a7e469a,2026-04-16 13:17:00,2026-04-16 13:14:00,tester_07,2026-04-16 13:17:05,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/b938f810-7d8e-4eda-b67a-ff5552f4c716/,tester_07,3.0
479,1137c8c7-1fd7-4b06-b133-dbde8087ccb2,2026-04-19,pest_and_disease_management,,Village Square,Trainer 2,yes,full_attendance,,fc8e4f3c-c7ee-4fc8-ad31-d13dab7347c1,2026-04-19 11:55:00,2026-04-19 11:47:00,tester_07,2026-04-19 11:55:12,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/1137c8c7-1fd7-4b06-b133-dbde8087ccb2/,tester_07,8.0
480,f2221e68-0c53-41e1-90c8-6223d7245b53,2026-07-10,other,Financial Literacy,Extension Office,Trainer 2,yes,full_attendance,,653a4652-edfb-4839-9a8a-70fe335323a8,2026-07-10 11:16:00,2026-07-10 11:13:00,tester_06,2026-07-10 11:16:16,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/f2221e68-0c53-41e1-90c8-6223d7245b53/,tester_06,3.0
481,170a7389-3d67-47cc-b288-9edb070cc9c2,2026-07-21,good_agronomic_practices,,Community Hall,Trainer 1,yes,partial_attendance,other,d1d36498-5ecc-4d4b-b79b-ab66c4ab7d58,2026-07-21 08:52:00,2026-07-21 08:47:00,tester_01,2026-07-21 08:52:15,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/170a7389-3d67-47cc-b288-9edb070cc9c2/,tester_01,5.0
482,492d4b8e-87ae-4379-960f-bb62cf4418f3,2026-07-16,irrigation_and_water_management,,Community Hall,Trainer 1,no,,,3e78208d-9884-46b0-b308-260cef5ac421,2026-07-16 08:55:00,2026-07-16 08:49:00,tester_06,2026-07-16 08:55:17,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/492d4b8e-87ae-4379-960f-bb62cf4418f3/,tester_06,6.0
483,cfe853a7-f96f-4f2f-b982-c26263dffccd,2026-08-30,irrigation_and_water_management,,Community Hall,Trainer 2,yes,full_attendance,,8777e7a7-2ba0-4cc8-93a8-92a9a7c1145b,2026-08-30 10:44:00,2026-08-30 10:41:00,tester_02,2026-08-30 10:44:11,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/cfe853a7-f96f-4f2f-b982-c26263dffccd/,tester_02,3.0
484,035188dd-0bbd-40f0-a05d-b650de3750e4,2026-03-12,irrigation_and_water_management,,Community Hall,Trainer 5,yes,full_attendance,,77bebaca-f130-4fc7-aaf0-a137b8812c66,2026-03-12 14:43:00,2026-03-12 14:37:00,tester_04,2026-03-12 14:43:08,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/035188dd-0bbd-40f0-a05d-b650de3750e4/,tester_04,6.0
485,53ddce7c-7a2e-421f-893d-75526adc0071,2026-06-29,pest_and_disease_management,,Extension Office,Trainer 4,no,,,e7d9b955-37a0-4d27-a289-d2f7310c17d7,2026-06-29 12:22:00,2026-06-29 12:16:00,tester_05,2026-06-29 12:22:09,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/53ddce7c-7a2e-421f-893d-75526adc0071/,tester_05,6.0
486,25ac9772-8ef7-47ed-a0aa-b4f5d01bd604,2026-04-27,livestock_management,,Primary School,Trainer 5,yes,full_attendance,,2802401d-456a-4304-9786-f11ab178923c,2026-04-27 10:46:00,2026-04-27 10:40:00,tester_06,2026-04-27 10:46:09,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/25ac9772-8ef7-47ed-a0aa-b4f5d01bd604/,tester_06,6.0
487,e2e1bb73-0988-4480-90b0-7cf0d4d9760f,2026-05-10,soil_fertility_management,,Farmer Cooperative Centre,Trainer 4,yes,full_attendance,,263d8a72-f684-4d78-8db8-8f730ebbd35a,2026-05-10 11:04:00,2026-05-10 10:58:00,tester_02,2026-05-10 11:04:18,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/e2e1bb73-0988-4480-90b0-7cf0d4d9760f/,tester_02,6.0
488,8f97afa4-87cd-44a1-aad2-a04a8f7372bb,2026-09-13,good_agronomic_practices,,Village Square,Trainer 3,yes,full_attendance,,7e09f943-cd8e-436c-bc1a-aa550330f117,2026-09-13 12:25:00,2026-09-13 12:18:00,tester_01,2026-09-13 12:25:11,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/8f97afa4-87cd-44a1-aad2-a04a8f7372bb/,tester_01,7.0
489,66a38ca1-e1a7-47c4-b8b5-8b3fb331e678,2026-06-09,irrigation_and_water_management,,Primary School,Trainer 2,yes,full_attendance,,d7adbcc5-d402-4113-b82c-9747609b7ee6,2026-06-09 12:13:00,2026-06-09 12:11:00,tester_06,2026-06-09 12:13:14,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/66a38ca1-e1a7-47c4-b8b5-8b3fb331e678/,tester_06,2.0
490,f638d1e7-3497-46d8-bed1-3cd4a8f8f223,2026-02-05,other,Climate Smart Agriculture,Farmer Cooperative Centre,Trainer 4,no,,,e7e1631c-b63f-4c42-993e-ee555d9f61c1,2026-02-05 14:26:00,2026-02-05 14:24:00,tester_03,2026-02-05 14:26:14,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/f638d1e7-3497-46d8-bed1-3cd4a8f8f223/,tester_03,2.0
491,0177121b-47e5-4f1f-9beb-7edd3109271a,2026-03-24,irrigation_and_water_management,,Community Hall,Trainer 5,yes,partial_attendance,left_early,42bfb5a7-e7e1-4ed3-8709-74ccd6577a24,2026-03-24 10:38:00,2026-03-24 10:32:00,tester_02,2026-03-24 10:38:12,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/0177121b-47e5-4f1f-9beb-7edd3109271a/,tester_02,6.0
492,f80dadc4-51df-4761-b9e8-df54baff565d,2026-04-24,irrigation_and_water_management,,Farmer Cooperative Centre,Trainer 1,yes,partial_attendance,other,37513b47-9435-474b-ace8-b9eaaa4b2ae2,2026-04-24 15:38:00,2026-04-24 15:36:00,tester_02,2026-04-24 15:38:14,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/f80dadc4-51df-4761-b9e8-df54baff565d/,tester_02,2.0
493,4c9f71e3-83d3-4a35-8a2c-9741fc1a863f,2026-03-31,livestock_management,,Village Square,Trainer 2,yes,full_attendance,,7ba07048-94a6-436a-94d9-3d9ade0a10fb,2026-03-31 10:18:00,2026-03-31 10:16:00,tester_06,2026-03-31 10:18:08,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/4c9f71e3-83d3-4a35-8a2c-9741fc1a863f/,tester_06,2.0
494,0121b26f-a775-487f-a2c3-b31bc9d892c8,2026-07-06,livestock_management,,Primary School,Trainer 5,no,,,aef52823-8c89-49f7-92a3-ec663bdb358f,2026-07-06 10:05:00,2026-07-06 10:01:00,tester_05,2026-07-06 10:05:20,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/0121b26f-a775-487f-a2c3-b31bc9d892c8/,tester_05,4.0
495,13cf99d2-5dfb-4b8b-9b74-e4954b1ed54c,2026-03-16,irrigation_and_water_management,,Farmer Cooperative Centre,Trainer 4,yes,partial_attendance,arrived_late,e1e63f11-1f6f-4ceb-b012-40873de1964c,2026-03-16 09:01:00,2026-03-16 08:53:00,tester_07,2026-03-16 09:01:07,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/13cf99d2-5dfb-4b8b-9b74-e4954b1ed54c/,tester_07,8.0
496,0328be04-a8f2-4336-be78-0ae14fcc97c6,2026-09-20,soil_fertility_management,,Primary School,Trainer 5,yes,full_attendance,,9bdae151-f9ee-48d2-b545-3de176e2a7b8,2026-09-20 10:55:00,2026-09-20 10:48:00,tester_05,2026-09-20 10:55:06,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/0328be04-a8f2-4336-be78-0ae14fcc97c6/,tester_05,7.0
497,b586770e-0dd0-4f16-ba3c-1453d5ccd5f6,2026-04-20,good_agronomic_practices,,Farmer Cooperative Centre,Trainer 5,yes,partial_attendance,personal_emergency,fd09ee29-a874-4a64-ab44-adcf0cfee0b7,2026-04-20 13:04:00,2026-04-20 12:58:00,tester_05,2026-04-20 13:04:19,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/b586770e-0dd0-4f16-ba3c-1453d5ccd5f6/,tester_05,6.0
498,9b94c74e-fa2b-4a6a-80ba-a8ea7086e414,2026-08-12,good_agronomic_practices,,Primary School,Trainer 1,yes,partial_attendance,other,03e68dbb-dfe7-4c28-9353-6d138b12f775,2026-08-12 14:45:00,2026-08-12 14:40:00,tester_05,2026-08-12 14:45:15,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/9b94c74e-fa2b-4a6a-80ba-a8ea7086e414/,tester_05,5.0
499,d2476941-318b-4f55-b005-78dda90489db,2026-03-30,good_agronomic_practices,,Extension Office,Trainer 1,yes,partial_attendance,left_early,09e1a17f-8f49-45fa-bd3a-2f2e7205ea87,2026-03-30 11:38:00,2026-03-30 11:36:00,tester_01,2026-03-30 11:38:09,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/d2476941-318b-4f55-b005-78dda90489db/,tester_01,2.0
500,c622c15c-da8b-4108-8fb7-120e25312476,2026-06-26,soil_fertility_management,,Village Square,Trainer 2,yes,full_attendance,,a9502524-44ea-4ef1-9e45-8c6ac5ddb003,2026-06-26 10:35:00,2026-06-26 10:29:00,tester_06,2026-06-26 10:35:19,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/c622c15c-da8b-4108-8fb7-120e25312476/,tester_06,6.0
501,2f9d6a66-5a4f-44dd-9e46-23c1f1bc19ea,2026-04-19,pest_and_disease_management,,Farmer Cooperative Centre,Trainer 1,yes,partial_attendance,personal_emergency,8d632e82-6fdf-4fc9-8503-2d084f49219b,2026-04-19 12:13:00,2026-04-19 12:09:00,tester_03,2026-04-19 12:13:16,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/2f9d6a66-5a4f-44dd-9e46-23c1f1bc19ea/,tester_03,4.0
502,98c0b19e-a452-430d-ba22-1cf51e733320,2026-02-23,irrigation_and_water_management,,Extension Office,Trainer 4,yes,full_attendance,,6a3afe29-731e-43cc-8173-55f402047925,2026-02-23 10:18:00,2026-02-23 10:13:00,tester_04,2026-02-23 10:18:17,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/98c0b19e-a452-430d-ba22-1cf51e733320/,tester_04,5.0
503,853355b3-b7dc-4645-ae5e-61cc5ca5706a,2026-09-03,record_keeping,,Village Square,Trainer 1,yes,full_attendance,,8a23a0d1-fc05-4a48-a6c7-3ac81a3184f3,2026-09-03 09:17:00,2026-09-03 09:12:00,tester_05,2026-09-03 09:17:12,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/853355b3-b7dc-4645-ae5e-61cc5ca5706a/,tester_05,5.0
